author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
Центральный Департамент Недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/297426542/,Москва,sale,flat,14,16,2,72.2,-1,0,11000000.0,, Агрохимическая,3,Толстопальцево,Внуково Парк
А101,developer,https://www.cian.ru/sale/flat/296070890/,Москва,sale,flat,10,17,2,53.7,-1,0,11061669.0,,,7.1,Бунинская аллея,Бунинские Кварталы ЖК
ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/298139494/,Москва,sale,flat,3,4,2,44.5,-1,0,11000000.0,Останкинский,проезд Ольминского,7,Алексеевская,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300723864/,Москва,sale,flat,5,9,2,45.1,-1,0,11000000.0,Гольяново,Щелковское шоссе,79К1,Щёлковская,
Триумфальная Арка,real_estate_agent,https://www.cian.ru/sale/flat/295787404/,Москва,sale,flat,2,9,2,45.0,-1,0,11000000.0,Восточное Измайлово,Сиреневый бульвар,54,Первомайская,
Алексей Шамис,realtor,https://www.cian.ru/sale/flat/301424724/,Москва,sale,flat,7,8,2,42.0,-1,0,11100000.0,Перово,шоссе Энтузиастов,68,Перово,
Абсолют Недвижимость,developer,https://www.cian.ru/sale/flat/298656572/,Москва,sale,flat,2,20,2,52.8,-1,0,11244043.0,,,7-я фаза,Филатов Луг,Первый Московский ЖК
Абсолют Недвижимость,developer,https://www.cian.ru/sale/flat/298657032/,Москва,sale,flat,1,20,2,54.3,-1,0,11279868.0,,,7-я фаза,Филатов Луг,Первый Московский ЖК
ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/300048777/,Москва,sale,flat,5,5,2,45.2,-1,0,11250000.0,Царицыно, Бехтерева,35К2,Царицыно,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/301814141/,Москва,sale,flat,8,9,2,37.1,-1,0,11300000.0,Северное Медведково, Тихомирова,11К2,Медведково,
А101,developer,https://www.cian.ru/sale/flat/274078693/,Москва,sale,flat,21,30,2,40.4,-1,0,11505944.0,Южное Бутово,к2.4,к2.4,Улица Горчакова,Южные Сады ЖК
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300074472/,Москва,sale,flat,6,23,2,55.7,-1,0,11500000.0,Ярославский,Ярославское шоссе,124,Медведково,
CENTURY 21 RnB Estate,real_estate_agent,https://www.cian.ru/sale/flat/299727430/,Москва,sale,flat,3,5,2,44.7,-1,0,11600000.0,Люблино, Степана Шутова,2,Люблино,
Монолит Столица,real_estate_agent,https://www.cian.ru/sale/flat/300573674/,Москва,sale,flat,3,6,2,58.0,-1,0,11700000.0,Южное Бутово,Чечерский проезд,94,Бунинская аллея,
Монолит Столица,real_estate_agent,https://www.cian.ru/sale/flat/295131129/,Москва,sale,flat,5,18,2,52.3,-1,0,11700000.0,Останкинский,Березовая аллея,19к3,Ботанический сад,Апарт-комплекс Легендарный квартал
ГОРОДА,real_estate_agent,https://www.cian.ru/sale/flat/301306229/,Москва,sale,flat,11,12,2,48.8,-1,0,11700000.0,Царицыно,Ереванская ,24К1,Царицыно,
One Life,real_estate_agent,https://www.cian.ru/sale/flat/300966814/,Москва,sale,flat,5,18,2,48.2,-1,0,11730000.0,Останкинский,Березовая аллея,19к3,Ботанический сад,Апарт-комплекс Легендарный квартал
Монолит Столица,real_estate_agent,https://www.cian.ru/sale/flat/301656935/,Москва,sale,flat,16,17,2,51.0,-1,0,11800000.0,Некрасовка, Ухтомского Ополчения,2,Некрасовка,Некрасовка-Парк
Владис,real_estate_agent,https://www.cian.ru/sale/flat/300993725/,Москва,sale,flat,1,9,2,43.4,-1,0,11800000.0,Преображенское,Большая Черкизовская ,30К5,Черкизовская,
CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/299726522/,Москва,sale,flat,16,17,2,51.0,-1,0,11800000.0,Некрасовка, Ухтомского Ополчения,2,Некрасовка,Некрасовка-Парк
А101,developer,https://www.cian.ru/sale/flat/296804974/,Москва,sale,flat,12,13,2,50.2,-1,0,11978391.0,,,6.1.1,Коммунарка,Дзен-кварталы ЖК
А101,developer,https://www.cian.ru/sale/flat/279712319/,Москва,sale,flat,7,10,2,45.2,-1,0,11923163.0,,,1.4,Бунинская аллея,Дзен-кварталы ЖК
ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/296776601/,Москва,sale,flat,3,5,2,41.0,-1,0,11950000.0,Можайский,Гвардейская ,15К1,Рабочий посёлок,
ID 12207227,unknown,https://www.cian.ru/sale/flat/301105398/,Москва,sale,flat,7,23,2,28.0,-1,0,11990000.0,Покровское-Стрешнево,Волоколамское шоссе,71/22к3,Спартак,Апарт-комплекс Движение.Тушино
Свой родной дом,real_estate_agent,https://www.cian.ru/sale/flat/301596078/,Москва,sale,flat,4,5,2,42.4,-1,0,12000000.0,Северное Измайлово, Константина Федина,6,Щёлковская,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298169258/,Москва,sale,flat,7,9,2,44.6,-1,0,12000000.0,Южное Бутово,Ливенская ,6,Улица Скобелевская,
Монолит Столица,real_estate_agent,https://www.cian.ru/sale/flat/301567821/,Москва,sale,flat,5,9,2,45.6,-1,0,12099000.0,Орехово-Борисово Южное,Елецкая ,12К2,Домодедовская,
ВЫБОР,developer,https://www.cian.ru/sale/flat/300605797/,Москва,sale,flat,2,17,2,55.6,-1,0,12076320.0,,,,,Академик
МРИЭЛТОР - офис Отрадное,real_estate_agent,https://www.cian.ru/sale/flat/298839275/,Москва,sale,flat,8,9,2,44.4,-1,0,12000000.0,Строгино, Исаковского,18,Строгино,
Real Estate Game,real_estate_agent,https://www.cian.ru/sale/flat/298136780/,Москва,sale,flat,17,18,2,52.0,-1,0,12000000.0,Некрасовка,проспект Защитников Москвы,12,Некрасовка,Некрасовка-Парк
Брусника Обмен,real_estate_agent,https://www.cian.ru/sale/flat/301578945/,Москва,sale,flat,2,12,2,44.8,-1,0,12200000.0,Нагатинский затон,Нагатинская набережная,60К2,Коломенская,
Владис,real_estate_agent,https://www.cian.ru/sale/flat/300939902/,Москва,sale,flat,20,23,2,40.2,-1,0,12200000.0,Южнопортовый,м. Волгоградский проспект,,Волгоградский проспект,Хайвэй ЖК
ГОРОДА,real_estate_agent,https://www.cian.ru/sale/flat/300943502/,Москва,sale,flat,4,8,2,45.0,-1,0,12180000.0,Богородское,Бойцовая ,2/30,Бульвар Рокоссовского,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300327979/,Москва,sale,flat,12,17,2,36.6,-1,0,12200000.0,, Лобановский Лес,13,Прокшино,Прокшино
Людмила Геберт,realtor,https://www.cian.ru/sale/flat/301652063/,Москва,sale,flat,3,9,2,35.0,-1,0,12150000.0,Свиблово, Седова,13К1,Ботанический сад,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298169169/,Москва,sale,flat,2,9,2,36.9,-1,0,12300000.0,Сокол, Алабяна,21К1,Панфиловская,
Владимир Фетискин,realtor,https://www.cian.ru/sale/flat/298110261/,Москва,sale,flat,4,12,2,47.9,-1,0,12300000.0,Черемушки,Херсонская ,33,Зюзино,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298169210/,Москва,sale,flat,8,16,2,53.1,-1,0,12300000.0,Орехово-Борисово Южное,Елецкая ,20,Домодедовская,
Место,real_estate_agent,https://www.cian.ru/sale/flat/300761908/,Москва,sale,flat,3,9,2,43.8,-1,0,12299999.0,Чертаново Южное,Чертановская ,54К2,Улица Академика Янгеля,
Авеню-Мск,real_estate_agent,https://www.cian.ru/sale/flat/300912212/,Москва,sale,flat,24,45,2,41.1,-1,0,12300000.0,Нижегородский,,,Нижегородская,Левел Нижегородская ЖК
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/299457040/,Москва,sale,flat,3,9,2,45.7,-1,0,12300000.0,Богородское,Игральная ,6К2,Бульвар Рокоссовского,
Владис,real_estate_agent,https://www.cian.ru/sale/flat/300944500/,Москва,sale,flat,5,9,2,44.3,-1,0,12450000.0,Орехово-Борисово Южное,Шипиловский проезд,59К2,Домодедовская,
Акрополь,real_estate_agent,https://www.cian.ru/sale/flat/299768114/,Москва,sale,flat,3,17,2,53.8,-1,0,12400000.0,Бирюлево Восточное,Липецкая ,7К1,Царицыно,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301380768/,Москва,sale,flat,6,18,2,52.1,-1,0,12400000.0,Некрасовка, Вертолетчиков,21к5,Некрасовка,мой адрес На Вертолетчиков
А101,developer,https://www.cian.ru/sale/flat/299534239/,Москва,sale,flat,13,14,2,51.9,-1,0,12614119.0,,,,Бунинская аллея,Скандинавия
КРОСТ,developer,https://www.cian.ru/sale/flat/277811287/,Москва,sale,flat,15,22,2,47.7,-1,0,12640500.0,,,,Прокшино,Новая Звезда ЖК
Наталия Максимкина,realtor,https://www.cian.ru/sale/flat/297444092/,Москва,sale,flat,9,9,2,44.3,-1,0,12590000.0,Восточное Дегунино,Дубнинская ,14К1,Дегунино,
ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/301106779/,Москва,sale,flat,5,5,2,45.1,-1,0,12640000.0,Перово,Кусковская ,23К5,Кусково,
ZIP Realty,real_estate_agent,https://www.cian.ru/sale/flat/300700689/,Москва,sale,flat,6,12,2,37.9,-1,0,12500000.0,Северное Медведково,проезд Шокальского,17,Медведково,
МИР-Н,real_estate_agent,https://www.cian.ru/sale/flat/301363091/,Москва,sale,flat,7,9,2,72.3,-1,0,12500000.0,, Семена Гордого,3,Крёкшино,Ново-Никольское
The Smitt,real_estate_agent,https://www.cian.ru/sale/flat/300769352/,Москва,sale,flat,1,9,2,45.8,-1,0,12500000.0,Теплый Стан,Профсоюзная ,152К4,Тёплый Стан,
Самолет Плюс Москва,real_estate_agent,https://www.cian.ru/sale/flat/300440179/,Москва,sale,flat,2,9,2,44.2,-1,0,12500000.0,Теплый Стан, Академика Варги,2,Тропарёво,
METRAGE,real_estate_agent,https://www.cian.ru/sale/flat/299137067/,Москва,sale,flat,9,18,2,49.5,-1,0,12500000.0,,,1.3,Коммунарка,Дзен-кварталы ЖК
МИЦ-Столичный ипотечный центр недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/299592414/,Москва,sale,flat,5,5,2,45.6,-1,0,12500000.0,Кузьминки, Юных Ленинцев,101К2,Кузьминки,
Монолит Столица,real_estate_agent,https://www.cian.ru/sale/flat/301061132/,Москва,sale,flat,15,16,2,38.0,-1,0,12700000.0,, Потаповская Роща,20к2,Потапово,Белые ночи
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/301129934/,Москва,sale,flat,1,9,2,51.6,-1,0,12700000.0,Северное Тушино, Свободы,81К2,Планерная,
Московский Риэлторский Центр,real_estate_agent,https://www.cian.ru/sale/flat/299601515/,Москва,sale,flat,6,8,2,40.9,-1,0,12699000.0,Измайлово,3-я Парковая ,35,Измайловская,
ID 89000637,unknown,https://www.cian.ru/sale/flat/299324934/,Москва,sale,flat,3,4,2,54.2,-1,0,12700000.0,Троицк, Бориса Житкова,5,,
ID 109455433,developer,https://www.cian.ru/sale/flat/298003717/,Москва,sale,flat,3,25,2,34.71,-1,0,12848435.0,Соколиная гора,Окружной проезд,10Г,Измайлово,Измайловский Парк
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/300708543/,Москва,sale,flat,8,9,2,40.0,-1,0,12800000.0,,,6к5,Филатов Луг,Прокшино ЖК
Группа Аквилон,developer,https://www.cian.ru/sale/flat/298798114/,Москва,sale,flat,2,23,2,57.8,-1,0,12760517.0,Отрадное,Сигнальный проезд,12,Владыкино,Akvilon Signal
САМОЛЕТ ПЛЮС,real_estate_agent,https://www.cian.ru/sale/flat/297450466/,Москва,sale,flat,4,17,2,58.4,-1,0,12800000.0,Некрасовка,2-я Вольская ,6,Люберцы,
Новые Ватутинки,developer,https://www.cian.ru/sale/flat/297238697/,Москва,sale,flat,2,9,2,64.1,-1,0,12915830.0,,,5/2,Аэропорт Внуково,"Новые Ватутинки, мкр. Заречный"
РГ-Девелопмент,developer,https://www.cian.ru/sale/flat/281850096/,Москва,sale,flat,5,9,2,54.3,-1,0,12934260.0,Чертаново Южное,,1.1,Аннино,Варшавские Ворота ЖК
Место,real_estate_agent,https://www.cian.ru/sale/flat/298760229/,Москва,sale,flat,6,18,2,55.8,-1,0,12970000.0,Бирюлево Восточное,6-я Радиальная ,7/6к1,Царицыно,Царицыно-2
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301267140/,Москва,sale,flat,3,5,2,43.0,-1,0,12900000.0,Кузьминки,Волгоградский проспект,129,Кузьминки,
Авеню-Мск,real_estate_agent,https://www.cian.ru/sale/flat/300929697/,Москва,sale,flat,4,14,2,44.7,-1,0,12950000.0,Свиблово,Уржумская ,3К3,Свиблово,
Монолит Столица,real_estate_agent,https://www.cian.ru/sale/flat/301567824/,Москва,sale,flat,1,9,2,37.2,-1,0,13000000.0,Басманный,Аптекарский переулок,15,Бауманская,
Plus Development,developer,https://www.cian.ru/sale/flat/298554448/,Москва,sale,flat,9,23,2,65.9,-1,0,13064739.0,,,,Филатов Луг,Детали ЖК
Владимир Фетискин,realtor,https://www.cian.ru/sale/flat/299278062/,Москва,sale,flat,9,14,2,51.3,-1,0,13000000.0,Косино-Ухтомский, Дмитриевского,9,Лухмановская,
Plus Development,developer,https://www.cian.ru/sale/flat/300341431/,Москва,sale,flat,8,23,2,62.0,-1,0,13021786.0,,,,Филатов Луг,Детали ЖК
КРОСТ,developer,https://www.cian.ru/sale/flat/277811211/,Москва,sale,flat,13,21,2,51.8,-1,0,13053600.0,,,,Прокшино,Новая Звезда ЖК
Новые Ватутинки,developer,https://www.cian.ru/sale/flat/301563501/,Москва,sale,flat,5,14,2,55.3,-1,0,13115520.0,, Гренадерская,9к1,Ольховая,"Новые Ватутинки, мкр. Десна"
Новые Ватутинки,developer,https://www.cian.ru/sale/flat/298060374/,Москва,sale,flat,2,15,2,52.6,-1,0,13005414.0,, Гренадерская,9к1,Ольховая,"Новые Ватутинки, мкр. Десна"
ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/300059360/,Москва,sale,flat,4,7,2,62.1,-1,0,13000000.0,, Медовая Долина,4,Санино,Баркли Медовая долина
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301614540/,Москва,sale,flat,5,9,2,43.0,-1,0,13000000.0,Перово,1-я Владимирская ,9,Перово,
Основа,developer,https://www.cian.ru/sale/flat/293007084/,Москва,sale,flat,8,36,2,47.0,-1,0,13183500.0,Ярославский,проспект Мира,222,Ростокино,Квартал МИРАПОЛИС
